image_path,raan,dec
/content/star-images/stars-2437.png,10,-60
/content/star-images/stars-1481.png,10,-55
/content/star-images/stars-2427.png,10,-50
/content/star-images/stars-168.png,10,-45
/content/star-images/stars-1581.png,10,-40
/content/star-images/stars-170.png,10,-35
/content/star-images/stars-1882.png,10,-30
/content/star-images/stars-1846.png,10,-25
/content/star-images/stars-1953.png,10,-20
/content/star-images/stars-679.png,10,-15
/content/star-images/stars-596.png,10,-10
/content/star-images/stars-1036.png,10,-5
/content/star-images/stars-2049.png,10,0
/content/star-images/stars-981.png,10,5
/content/star-images/stars-2302.png,10,10
/content/star-images/stars-2298.png,10,15
/content/star-images/stars-134.png,10,20
/content/star-images/stars-513.png,10,25
/content/star-images/stars-188.png,10,30
/content/star-images/stars-1587.png,10,35
/content/star-images/stars-1556.png,10,40
/content/star-images/stars-1783.png,10,45
/content/star-images/stars-563.png,10,50
/content/star-images/stars-2120.png,10,55
/content/star-images/stars-874.png,10,60
/content/star-images/stars-2186.png,10,65
/content/star-images/stars-2075.png,10,70
/content/star-images/stars-2364.png,10,75
/content/star-images/stars-2293.png,10,80
/content/star-images/stars-1762.png,10,85
/content/star-images/stars-1861.png,15,-90
/content/star-images/stars-1043.png,15,-85
/content/star-images/stars-398.png,15,-80
/content/star-images/stars-2572.png,15,-75
/content/star-images/stars-2108.png,15,-70
/content/star-images/stars-2389.png,15,-65
/content/star-images/stars-1737.png,15,-60
/content/star-images/stars-523.png,15,-55
/content/star-images/stars-559.png,15,-50
/content/star-images/stars-881.png,15,-45
/content/star-images/stars-335.png,15,-40
/content/star-images/stars-1679.png,15,-35
/content/star-images/stars-1708.png,15,-30
/content/star-images/stars-749.png,15,-25
/content/star-images/stars-580.png,15,-20
/content/star-images/stars-2282.png,15,-15
/content/star-images/stars-015.png,15,-10
/content/star-images/stars-606.png,15,-5
/content/star-images/stars-1941.png,15,0
/content/star-images/stars-2192.png,15,5
/content/star-images/stars-066.png,15,10
/content/star-images/stars-2537.png,15,15
/content/star-images/stars-191.png,15,20
/content/star-images/stars-2122.png,15,25
/content/star-images/stars-699.png,15,30
/content/star-images/stars-412.png,15,35
/content/star-images/stars-1262.png,15,40
/content/star-images/stars-1730.png,15,45
/content/star-images/stars-2094.png,15,50
/content/star-images/stars-1857.png,15,55
/content/star-images/stars-419.png,15,60
/content/star-images/stars-502.png,15,65
/content/star-images/stars-2032.png,15,70
/content/star-images/stars-1468.png,15,75
/content/star-images/stars-1303.png,15,80
/content/star-images/stars-803.png,15,85
/content/star-images/stars-2028.png,20,-90
/content/star-images/stars-1896.png,20,-85
/content/star-images/stars-1209.png,20,-80
/content/star-images/stars-509.png,20,-75
/content/star-images/stars-205.png,20,-70
/content/star-images/stars-534.png,20,-65
/content/star-images/stars-873.png,20,-60
/content/star-images/stars-1196.png,20,-55
/content/star-images/stars-659.png,20,-50
/content/star-images/stars-1039.png,20,-45
/content/star-images/stars-1648.png,20,-40
/content/star-images/stars-371.png,20,-35
/content/star-images/stars-1488.png,20,-30
/content/star-images/stars-928.png,20,-25
/content/star-images/stars-2547.png,20,-20
/content/star-images/stars-176.png,20,-15
/content/star-images/stars-522.png,20,-10
/content/star-images/stars-1270.png,20,-5
/content/star-images/stars-840.png,20,0
/content/star-images/stars-1508.png,20,5
/content/star-images/stars-288.png,20,10
/content/star-images/stars-977.png,20,15
/content/star-images/stars-649.png,20,20
/content/star-images/stars-1101.png,20,25
/content/star-images/stars-1045.png,20,30
/content/star-images/stars-1532.png,20,35
/content/star-images/stars-2540.png,20,40
/content/star-images/stars-1791.png,20,45
/content/star-images/stars-072.png,20,50
/content/star-images/stars-1655.png,20,55
/content/star-images/stars-610.png,20,60
/content/star-images/stars-1906.png,20,65
/content/star-images/stars-515.png,20,70
/content/star-images/stars-1180.png,20,75
/content/star-images/stars-1284.png,20,80
/content/star-images/stars-2009.png,20,85
/content/star-images/stars-096.png,25,-90
/content/star-images/stars-1613.png,25,-85
/content/star-images/stars-430.png,25,-80
/content/star-images/stars-2332.png,25,-75
/content/star-images/stars-303.png,25,-70
/content/star-images/stars-2006.png,25,-65
/content/star-images/stars-715.png,25,-60
/content/star-images/stars-782.png,25,-55
/content/star-images/stars-1601.png,25,-50
/content/star-images/stars-645.png,25,-45
/content/star-images/stars-2060.png,25,-40
/content/star-images/stars-2044.png,25,-35
/content/star-images/stars-1220.png,25,-30
/content/star-images/stars-2484.png,25,-25
/content/star-images/stars-622.png,25,-20
/content/star-images/stars-1835.png,25,-15
/content/star-images/stars-171.png,25,-10
/content/star-images/stars-1128.png,25,-5
/content/star-images/stars-855.png,25,0
/content/star-images/stars-2201.png,25,5
/content/star-images/stars-1609.png,25,10
/content/star-images/stars-202.png,25,15
/content/star-images/stars-465.png,25,20
/content/star-images/stars-2331.png,25,25
/content/star-images/stars-1994.png,25,30
/content/star-images/stars-1568.png,25,35
/content/star-images/stars-627.png,25,40
/content/star-images/stars-797.png,25,45
/content/star-images/stars-2507.png,25,50
/content/star-images/stars-844.png,25,55
/content/star-images/stars-767.png,25,60
/content/star-images/stars-347.png,25,65
/content/star-images/stars-145.png,25,70
/content/star-images/stars-897.png,25,75
/content/star-images/stars-322.png,25,80
/content/star-images/stars-1873.png,25,85
/content/star-images/stars-477.png,30,-90
/content/star-images/stars-1711.png,30,-85
/content/star-images/stars-2460.png,30,-80
/content/star-images/stars-491.png,30,-75
/content/star-images/stars-2164.png,30,-70
/content/star-images/stars-1403.png,30,-65
/content/star-images/stars-154.png,30,-60
/content/star-images/stars-1842.png,30,-55
/content/star-images/stars-1862.png,30,-50
/content/star-images/stars-1327.png,30,-45
/content/star-images/stars-405.png,30,-40
/content/star-images/stars-029.png,30,-35
/content/star-images/stars-505.png,30,-30
/content/star-images/stars-2327.png,30,-25
/content/star-images/stars-771.png,30,-20
/content/star-images/stars-1729.png,30,-15
/content/star-images/stars-512.png,30,-10
/content/star-images/stars-492.png,30,-5
/content/star-images/stars-2121.png,30,0
/content/star-images/stars-2309.png,30,5
/content/star-images/stars-1172.png,30,10
/content/star-images/stars-961.png,30,15
/content/star-images/stars-1139.png,30,20
/content/star-images/stars-1815.png,30,25
/content/star-images/stars-1575.png,30,30
/content/star-images/stars-1593.png,30,35
/content/star-images/stars-2110.png,30,40
/content/star-images/stars-1200.png,30,45
/content/star-images/stars-1700.png,30,50
/content/star-images/stars-1431.png,30,55
/content/star-images/stars-074.png,30,60
/content/star-images/stars-082.png,30,65
/content/star-images/stars-1072.png,30,70
/content/star-images/stars-1017.png,30,75
/content/star-images/stars-1118.png,30,80
/content/star-images/stars-435.png,30,85
/content/star-images/stars-1603.png,35,-90
/content/star-images/stars-2133.png,35,-85
/content/star-images/stars-157.png,35,-80
/content/star-images/stars-1329.png,35,-75
/content/star-images/stars-733.png,35,-70
/content/star-images/stars-1022.png,35,-65
/content/star-images/stars-1493.png,35,-60
/content/star-images/stars-1349.png,35,-55
/content/star-images/stars-1475.png,35,-50
/content/star-images/stars-1346.png,35,-45
/content/star-images/stars-2181.png,35,-40
/content/star-images/stars-1192.png,35,-35
/content/star-images/stars-2523.png,35,-30
/content/star-images/stars-2064.png,35,-25
/content/star-images/stars-520.png,35,-20
/content/star-images/stars-2218.png,35,-15
/content/star-images/stars-1382.png,35,-10
/content/star-images/stars-1693.png,35,-5
/content/star-images/stars-507.png,35,0
/content/star-images/stars-1521.png,35,5
/content/star-images/stars-975.png,35,10
/content/star-images/stars-1551.png,35,15
/content/star-images/stars-565.png,35,20
/content/star-images/stars-2486.png,35,25
/content/star-images/stars-1047.png,35,30
/content/star-images/stars-250.png,35,35
/content/star-images/stars-2204.png,35,40
/content/star-images/stars-1363.png,35,45
/content/star-images/stars-2466.png,35,50
/content/star-images/stars-1931.png,35,55
/content/star-images/stars-086.png,35,60
/content/star-images/stars-071.png,35,65
/content/star-images/stars-720.png,35,70
/content/star-images/stars-2426.png,35,75
/content/star-images/stars-382.png,35,80
/content/star-images/stars-1380.png,35,85
/content/star-images/stars-1026.png,40,-90
/content/star-images/stars-1350.png,40,-85
/content/star-images/stars-1751.png,40,-80
/content/star-images/stars-1219.png,40,-75
/content/star-images/stars-424.png,40,-70
/content/star-images/stars-1413.png,40,-65
/content/star-images/stars-1837.png,40,-60
/content/star-images/stars-1986.png,40,-55
/content/star-images/stars-1960.png,40,-50
/content/star-images/stars-1661.png,40,-45
/content/star-images/stars-444.png,40,-40
/content/star-images/stars-545.png,40,-35
/content/star-images/stars-325.png,40,-30
/content/star-images/stars-1549.png,40,-25
/content/star-images/stars-1558.png,40,-20
/content/star-images/stars-984.png,40,-15
/content/star-images/stars-1622.png,40,-10
/content/star-images/stars-901.png,40,-5
/content/star-images/stars-1321.png,40,0
/content/star-images/stars-2221.png,40,5
/content/star-images/stars-1958.png,40,10
/content/star-images/stars-2527.png,40,15
/content/star-images/stars-800.png,40,20
/content/star-images/stars-169.png,40,25
/content/star-images/stars-553.png,40,30
/content/star-images/stars-1860.png,40,35
/content/star-images/stars-1009.png,40,40
/content/star-images/stars-1812.png,40,45
/content/star-images/stars-2046.png,40,50
/content/star-images/stars-1949.png,40,55
/content/star-images/stars-740.png,40,60
/content/star-images/stars-1167.png,40,65
/content/star-images/stars-329.png,40,70
/content/star-images/stars-1641.png,40,75
/content/star-images/stars-2065.png,40,80
/content/star-images/stars-2448.png,40,85
/content/star-images/stars-2039.png,45,-90
/content/star-images/stars-688.png,45,-85
/content/star-images/stars-1768.png,45,-80
/content/star-images/stars-1414.png,45,-75
/content/star-images/stars-539.png,45,-70
/content/star-images/stars-175.png,45,-65
/content/star-images/stars-407.png,45,-60
/content/star-images/stars-055.png,45,-55
/content/star-images/stars-593.png,45,-50
/content/star-images/stars-1615.png,45,-45
/content/star-images/stars-2190.png,45,-40
/content/star-images/stars-1577.png,45,-35
/content/star-images/stars-709.png,45,-30
/content/star-images/stars-644.png,45,-25
/content/star-images/stars-1902.png,45,-20
/content/star-images/stars-328.png,45,-15
/content/star-images/stars-988.png,45,-10
/content/star-images/stars-1469.png,45,-5
/content/star-images/stars-2055.png,45,0
/content/star-images/stars-867.png,45,5
/content/star-images/stars-301.png,45,10
/content/star-images/stars-242.png,45,15
/content/star-images/stars-528.png,45,20
/content/star-images/stars-2431.png,45,25
/content/star-images/stars-604.png,45,30
/content/star-images/stars-1774.png,45,35
/content/star-images/stars-837.png,45,40
/content/star-images/stars-1996.png,45,45
/content/star-images/stars-234.png,45,50
/content/star-images/stars-040.png,45,55
/content/star-images/stars-2543.png,45,60
/content/star-images/stars-2235.png,45,65
/content/star-images/stars-1234.png,45,70
/content/star-images/stars-1178.png,45,75
/content/star-images/stars-1142.png,45,80
/content/star-images/stars-478.png,45,85
/content/star-images/stars-1867.png,50,-90
/content/star-images/stars-1331.png,50,-85
/content/star-images/stars-421.png,50,-80
/content/star-images/stars-883.png,50,-75
/content/star-images/stars-2137.png,50,-70
/content/star-images/stars-064.png,50,-65
/content/star-images/stars-198.png,50,-60
/content/star-images/stars-2026.png,50,-55
/content/star-images/stars-971.png,50,-50
/content/star-images/stars-1797.png,50,-45
/content/star-images/stars-1908.png,50,-40
/content/star-images/stars-1522.png,50,-35
/content/star-images/stars-1371.png,50,-30
/content/star-images/stars-2440.png,50,-25
/content/star-images/stars-487.png,50,-20
/content/star-images/stars-2234.png,50,-15
/content/star-images/stars-026.png,50,-10
/content/star-images/stars-1924.png,50,-5
/content/star-images/stars-501.png,50,0
/content/star-images/stars-1689.png,50,5
/content/star-images/stars-2011.png,50,10
/content/star-images/stars-2187.png,50,15
/content/star-images/stars-2087.png,50,20
/content/star-images/stars-833.png,50,25
/content/star-images/stars-2514.png,50,30
/content/star-images/stars-1254.png,50,35
/content/star-images/stars-261.png,50,40
/content/star-images/stars-2566.png,50,45
/content/star-images/stars-237.png,50,50
/content/star-images/stars-396.png,50,55
/content/star-images/stars-656.png,50,60
/content/star-images/stars-1995.png,50,65
/content/star-images/stars-2176.png,50,70
/content/star-images/stars-1500.png,50,75
/content/star-images/stars-1088.png,50,80
/content/star-images/stars-736.png,50,85
/content/star-images/stars-1124.png,55,-90
/content/star-images/stars-035.png,55,-85
/content/star-images/stars-601.png,55,-80
/content/star-images/stars-441.png,55,-75
/content/star-images/stars-308.png,55,-70
/content/star-images/stars-916.png,55,-65
/content/star-images/stars-069.png,55,-60
/content/star-images/stars-1884.png,55,-55
/content/star-images/stars-2410.png,55,-50
/content/star-images/stars-2095.png,55,-45
/content/star-images/stars-2449.png,55,-40
/content/star-images/stars-1608.png,55,-35
/content/star-images/stars-1129.png,55,-30
/content/star-images/stars-1383.png,55,-25
/content/star-images/stars-102.png,55,-20
/content/star-images/stars-1155.png,55,-15
/content/star-images/stars-2573.png,55,-10
/content/star-images/stars-386.png,55,-5
/content/star-images/stars-2380.png,55,0
/content/star-images/stars-1473.png,55,5
/content/star-images/stars-2465.png,55,10
/content/star-images/stars-2582.png,55,15
/content/star-images/stars-1517.png,55,20
/content/star-images/stars-2536.png,55,25
/content/star-images/stars-599.png,55,30
/content/star-images/stars-149.png,55,35
/content/star-images/stars-2113.png,55,40
/content/star-images/stars-2283.png,55,45
/content/star-images/stars-1806.png,55,50
/content/star-images/stars-1811.png,55,55
/content/star-images/stars-1719.png,55,60
/content/star-images/stars-1189.png,55,65
/content/star-images/stars-320.png,55,70
/content/star-images/stars-612.png,55,75
/content/star-images/stars-1060.png,55,80
/content/star-images/stars-1440.png,55,85
/content/star-images/stars-570.png,60,-90
/content/star-images/stars-745.png,60,-85
/content/star-images/stars-1596.png,60,-80
/content/star-images/stars-1171.png,60,-75
/content/star-images/stars-2265.png,60,-70
/content/star-images/stars-2349.png,60,-65
/content/star-images/stars-1205.png,60,-60
/content/star-images/stars-834.png,60,-55
/content/star-images/stars-1408.png,60,-50
/content/star-images/stars-1238.png,60,-45
/content/star-images/stars-2092.png,60,-40
/content/star-images/stars-794.png,60,-35
/content/star-images/stars-1814.png,60,-30
/content/star-images/stars-2025.png,60,-25
/content/star-images/stars-147.png,60,-20
/content/star-images/stars-1507.png,60,-15
/content/star-images/stars-1940.png,60,-10
/content/star-images/stars-481.png,60,-5
/content/star-images/stars-2318.png,60,0
/content/star-images/stars-132.png,60,5
/content/star-images/stars-1855.png,60,10
/content/star-images/stars-1444.png,60,15
/content/star-images/stars-2345.png,60,20
/content/star-images/stars-2188.png,60,25
/content/star-images/stars-820.png,60,30
/content/star-images/stars-156.png,60,35
/content/star-images/stars-804.png,60,40
/content/star-images/stars-2144.png,60,45
/content/star-images/stars-031.png,60,50
/content/star-images/stars-2529.png,60,55
/content/star-images/stars-657.png,60,60
/content/star-images/stars-2324.png,60,65
/content/star-images/stars-2165.png,60,70
/content/star-images/stars-1738.png,60,75
/content/star-images/stars-1056.png,60,80
/content/star-images/stars-1308.png,60,85
/content/star-images/stars-658.png,65,-90
/content/star-images/stars-1893.png,65,-85
/content/star-images/stars-1387.png,65,-80
/content/star-images/stars-1925.png,65,-75
/content/star-images/stars-1809.png,65,-70
/content/star-images/stars-974.png,65,-65
/content/star-images/stars-315.png,65,-60
/content/star-images/stars-1152.png,65,-55
/content/star-images/stars-894.png,65,-50
/content/star-images/stars-1695.png,65,-45
/content/star-images/stars-1778.png,65,-40
/content/star-images/stars-1942.png,65,-35
/content/star-images/stars-2262.png,65,-30
/content/star-images/stars-214.png,65,-25
/content/star-images/stars-866.png,65,-20
/content/star-images/stars-2353.png,65,-15
/content/star-images/stars-2027.png,65,-10
/content/star-images/stars-2372.png,65,-5
/content/star-images/stars-1804.png,65,0
/content/star-images/stars-1093.png,65,5
/content/star-images/stars-2161.png,65,10
/content/star-images/stars-204.png,65,15
/content/star-images/stars-1097.png,65,20
/content/star-images/stars-098.png,65,25
/content/star-images/stars-224.png,65,30
/content/star-images/stars-406.png,65,35
/content/star-images/stars-542.png,65,40
/content/star-images/stars-818.png,65,45
/content/star-images/stars-899.png,65,50
/content/star-images/stars-765.png,65,55
/content/star-images/stars-466.png,65,60
/content/star-images/stars-1168.png,65,65
/content/star-images/stars-1678.png,65,70
/content/star-images/stars-344.png,65,75
/content/star-images/stars-1378.png,65,80
/content/star-images/stars-1420.png,65,85
/content/star-images/stars-2244.png,70,-90
/content/star-images/stars-1770.png,70,-85
/content/star-images/stars-2474.png,70,-80
/content/star-images/stars-1013.png,70,-75
/content/star-images/stars-712.png,70,-70
/content/star-images/stars-017.png,70,-65
/content/star-images/stars-1713.png,70,-60
/content/star-images/stars-326.png,70,-55
/content/star-images/stars-2549.png,70,-50
/content/star-images/stars-869.png,70,-45
/content/star-images/stars-1005.png,70,-40
/content/star-images/stars-1787.png,70,-35
/content/star-images/stars-880.png,70,-30
/content/star-images/stars-1368.png,70,-25
/content/star-images/stars-2311.png,70,-20
/content/star-images/stars-2510.png,70,-15
/content/star-images/stars-2383.png,70,-10
/content/star-images/stars-638.png,70,-5
/content/star-images/stars-124.png,70,0
/content/star-images/stars-2409.png,70,5
/content/star-images/stars-739.png,70,10
/content/star-images/stars-216.png,70,15
/content/star-images/stars-1471.png,70,20
/content/star-images/stars-1819.png,70,25
/content/star-images/stars-2421.png,70,30
/content/star-images/stars-1367.png,70,35
/content/star-images/stars-1336.png,70,40
/content/star-images/stars-215.png,70,45
/content/star-images/stars-1207.png,70,50
/content/star-images/stars-504.png,70,55
/content/star-images/stars-484.png,70,60
/content/star-images/stars-1398.png,70,65
/content/star-images/stars-1181.png,70,70
/content/star-images/stars-2008.png,70,75
/content/star-images/stars-356.png,70,80
/content/star-images/stars-1235.png,70,85
/content/star-images/stars-1684.png,75,-90
/content/star-images/stars-018.png,75,-85
/content/star-images/stars-1354.png,75,-80
/content/star-images/stars-1707.png,75,-75
/content/star-images/stars-239.png,75,-70
/content/star-images/stars-1594.png,75,-65
/content/star-images/stars-103.png,75,-60
/content/star-images/stars-2168.png,75,-55
/content/star-images/stars-892.png,75,-50
/content/star-images/stars-965.png,75,-45
/content/star-images/stars-1963.png,75,-40
/content/star-images/stars-1161.png,75,-35
/content/star-images/stars-453.png,75,-30
/content/star-images/stars-1990.png,75,-25
/content/star-images/stars-294.png,75,-20
/content/star-images/stars-1666.png,75,-15
/content/star-images/stars-960.png,75,-10
/content/star-images/stars-1084.png,75,-5
/content/star-images/stars-431.png,75,0
/content/star-images/stars-2591.png,75,5
/content/star-images/stars-1158.png,75,10
/content/star-images/stars-351.png,75,15
/content/star-images/stars-1402.png,75,20
/content/star-images/stars-1656.png,75,25
/content/star-images/stars-447.png,75,30
/content/star-images/stars-1025.png,75,35
/content/star-images/stars-2114.png,75,40
/content/star-images/stars-010.png,75,45
/content/star-images/stars-1428.png,75,50
/content/star-images/stars-1828.png,75,55
/content/star-images/stars-1744.png,75,60
/content/star-images/stars-450.png,75,65
/content/star-images/stars-2569.png,75,70
/content/star-images/stars-1261.png,75,75
/content/star-images/stars-1650.png,75,80
/content/star-images/stars-1935.png,75,85
/content/star-images/stars-569.png,80,-90
/content/star-images/stars-258.png,80,-85
/content/star-images/stars-227.png,80,-80
/content/star-images/stars-986.png,80,-75
/content/star-images/stars-2076.png,80,-70
/content/star-images/stars-860.png,80,-65
/content/star-images/stars-1731.png,80,-60
/content/star-images/stars-2404.png,80,-55
/content/star-images/stars-1369.png,80,-50
/content/star-images/stars-1526.png,80,-45
/content/star-images/stars-2104.png,80,-40
/content/star-images/stars-1442.png,80,-35
/content/star-images/stars-923.png,80,-30
/content/star-images/stars-462.png,80,-25
/content/star-images/stars-1147.png,80,-20
/content/star-images/stars-631.png,80,-15
/content/star-images/stars-217.png,80,-10
/content/star-images/stars-943.png,80,-5
/content/star-images/stars-626.png,80,0
/content/star-images/stars-1322.png,80,5
/content/star-images/stars-1968.png,80,10
/content/star-images/stars-377.png,80,15
/content/star-images/stars-2183.png,80,20
/content/star-images/stars-1984.png,80,25
/content/star-images/stars-1000.png,80,30
/content/star-images/stars-1240.png,80,35
/content/star-images/stars-1175.png,80,40
/content/star-images/stars-1338.png,80,45
/content/star-images/stars-755.png,80,50
/content/star-images/stars-2417.png,80,55
/content/star-images/stars-2223.png,80,60
/content/star-images/stars-700.png,80,65
/content/star-images/stars-2014.png,80,70
/content/star-images/stars-1773.png,80,75
/content/star-images/stars-1566.png,80,80
/content/star-images/stars-997.png,80,85
/content/star-images/stars-2275.png,85,-90
/content/star-images/stars-362.png,85,-85
/content/star-images/stars-661.png,85,-80
/content/star-images/stars-952.png,85,-75
/content/star-images/stars-1746.png,85,-70
/content/star-images/stars-2285.png,85,-65
/content/star-images/stars-783.png,85,-60
/content/star-images/stars-831.png,85,-55
/content/star-images/stars-007.png,85,-50
/content/star-images/stars-1959.png,85,-45
/content/star-images/stars-930.png,85,-40
/content/star-images/stars-2576.png,85,-35
/content/star-images/stars-1899.png,85,-30
/content/star-images/stars-903.png,85,-25
/content/star-images/stars-2160.png,85,-20
/content/star-images/stars-1519.png,85,-15
/content/star-images/stars-1686.png,85,-10
/content/star-images/stars-2488.png,85,-5
/content/star-images/stars-847.png,85,0
/content/star-images/stars-2148.png,85,5
/content/star-images/stars-138.png,85,10
/content/star-images/stars-2023.png,85,15
/content/star-images/stars-1905.png,85,20
/content/star-images/stars-389.png,85,25
/content/star-images/stars-1564.png,85,30
/content/star-images/stars-1077.png,85,35
/content/star-images/stars-2276.png,85,40
/content/star-images/stars-1825.png,85,45
/content/star-images/stars-1739.png,85,50
/content/star-images/stars-2422.png,85,55
/content/star-images/stars-2088.png,85,60
/content/star-images/stars-196.png,85,65
/content/star-images/stars-1776.png,85,70
/content/star-images/stars-510.png,85,75
/content/star-images/stars-1964.png,85,80
/content/star-images/stars-2562.png,85,85
/content/star-images/stars-2238.png,90,-90
/content/star-images/stars-1981.png,90,-85
/content/star-images/stars-056.png,90,-80
/content/star-images/stars-823.png,90,-75
/content/star-images/stars-2530.png,90,-70
/content/star-images/stars-1545.png,90,-65
/content/star-images/stars-2561.png,90,-60
/content/star-images/stars-1362.png,90,-55
/content/star-images/stars-1726.png,90,-50
/content/star-images/stars-1374.png,90,-45
/content/star-images/stars-1197.png,90,-40
/content/star-images/stars-2471.png,90,-35
/content/star-images/stars-177.png,90,-30
/content/star-images/stars-775.png,90,-25
/content/star-images/stars-1799.png,90,-20
/content/star-images/stars-1599.png,90,-15
/content/star-images/stars-270.png,90,-10
/content/star-images/stars-1474.png,90,-5
/content/star-images/stars-1520.png,90,0
/content/star-images/stars-1688.png,90,5
/content/star-images/stars-2155.png,90,10
/content/star-images/stars-497.png,90,15
/content/star-images/stars-1540.png,90,20
/content/star-images/stars-1324.png,90,25
/content/star-images/stars-1004.png,90,30
/content/star-images/stars-517.png,90,35
/content/star-images/stars-1276.png,90,40
/content/star-images/stars-1728.png,90,45
/content/star-images/stars-2163.png,90,50
/content/star-images/stars-796.png,90,55
/content/star-images/stars-1510.png,90,60
/content/star-images/stars-546.png,90,65
/content/star-images/stars-954.png,90,70
/content/star-images/stars-538.png,90,75
/content/star-images/stars-283.png,90,80
/content/star-images/stars-1748.png,90,85
/content/star-images/stars-053.png,95,-90
/content/star-images/stars-908.png,95,-85
/content/star-images/stars-041.png,95,-80
/content/star-images/stars-990.png,95,-75
/content/star-images/stars-1553.png,95,-70
/content/star-images/stars-1248.png,95,-65
/content/star-images/stars-2423.png,95,-60
/content/star-images/stars-2479.png,95,-55
/content/star-images/stars-568.png,95,-50
/content/star-images/stars-2559.png,95,-45
/content/star-images/stars-2498.png,95,-40
/content/star-images/stars-885.png,95,-35
/content/star-images/stars-1487.png,95,-30
/content/star-images/stars-2381.png,95,-25
/content/star-images/stars-1611.png,95,-20
/content/star-images/stars-1201.png,95,-15
/content/star-images/stars-346.png,95,-10
/content/star-images/stars-2371.png,95,-5
/content/star-images/stars-200.png,95,0
/content/star-images/stars-1454.png,95,5
/content/star-images/stars-811.png,95,10
/content/star-images/stars-921.png,95,15
/content/star-images/stars-625.png,95,20
/content/star-images/stars-243.png,95,25
/content/star-images/stars-1286.png,95,30
/content/star-images/stars-485.png,95,35
/content/star-images/stars-1315.png,95,40
/content/star-images/stars-2022.png,95,45
/content/star-images/stars-039.png,95,50
/content/star-images/stars-1364.png,95,55
/content/star-images/stars-2033.png,95,60
/content/star-images/stars-851.png,95,65
/content/star-images/stars-1242.png,95,70
/content/star-images/stars-1859.png,95,75
/content/star-images/stars-1345.png,95,80
/content/star-images/stars-065.png,95,85
/content/star-images/stars-1732.png,100,-90
/content/star-images/stars-1630.png,100,-85
/content/star-images/stars-2231.png,100,-80
/content/star-images/stars-754.png,100,-75
/content/star-images/stars-1397.png,100,-70
/content/star-images/stars-307.png,100,-65
/content/star-images/stars-1068.png,100,-60
/content/star-images/stars-2321.png,100,-55
/content/star-images/stars-498.png,100,-50
/content/star-images/stars-1174.png,100,-45
/content/star-images/stars-2554.png,100,-40
